#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
20,Mon Oct 07 20:09:16 EDT 2019,85,0,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided , ,CombinationChecker VariableArgumentAndChecker VariableArgumentOrChecker , ,
21,Tue Oct 08 15:45:59 EDT 2019,90,5,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker+ , ,CombinationChecker VariableArgumentOrChecker , ,
22,Tue Oct 08 15:52:43 EDT 2019,95,5,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker VariableArgumentOrChecker+ , ,CombinationChecker , ,
23,Tue Oct 08 15:57:07 EDT 2019,100,5,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CombinationChecker+ CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker VariableArgumentOrChecker , , , ,
24,Tue Oct 08 22:00:56 EDT 2019,100,0,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker VariableArgumentOrChecker , , , ,
25,Wed Oct 09 10:04:46 EDT 2019,85,-15,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided EvalChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker VariableArgumentOrChecker , ,CombinationChecker- CondChecker- ExtraCondChecker- , ,
26,Wed Oct 09 10:34:17 EDT 2019,20,-65,Assignment2Suite,ClassRegistryProvided MainClassProvided OperationRegistryProvided SExpressionClassProvided , ,BasicAndChecker- BasicOrChecker- CombinationChecker CondChecker EvalChecker- ExtraCondChecker GreaterChecker- GreaterOrEqualChecker- LessChecker- LessOrEqualChecker- ListChecker- ListChecker2- NotChecker- QuoteChecker- VariableArgumentAndChecker- VariableArgumentOrChecker- , ,
27,Wed Oct 09 10:42:41 EDT 2019,90,70,Assignment2Suite,BasicAndChecker+ BasicOrChecker+ ClassRegistryProvided CombinationChecker+ EvalChecker+ GreaterChecker+ GreaterOrEqualChecker+ LessChecker+ LessOrEqualChecker+ ListChecker+ ListChecker2+ MainClassProvided NotChecker+ OperationRegistryProvided QuoteChecker+ SExpressionClassProvided VariableArgumentAndChecker+ VariableArgumentOrChecker+ , ,CondChecker ExtraCondChecker , ,
28,Wed Oct 09 10:45:36 EDT 2019,100,10,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker+ EvalChecker ExtraCondChecker+ GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker VariableArgumentOrChecker , , , ,
29,Wed Oct 09 10:51:41 EDT 2019,100,0,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker VariableArgumentOrChecker , , , ,
30,Wed Oct 09 12:32:46 EDT 2019,100,0,Assignment2Suite,BasicAndChecker BasicOrChecker ClassRegistryProvided CombinationChecker CondChecker EvalChecker ExtraCondChecker GreaterChecker GreaterOrEqualChecker LessChecker LessOrEqualChecker ListChecker ListChecker2 MainClassProvided NotChecker OperationRegistryProvided QuoteChecker SExpressionClassProvided VariableArgumentAndChecker VariableArgumentOrChecker , , , ,
